steuerperiode	kanton	null_norm	null_sond	cpop	cinc	G_steink	G_reink	G_taxed	ppop0	G_steink0	G_steink_halb	p1	p5	p10	p20	p25	p30	p40	p50	p60	p70	p75	p80	p90	p95	p96	p97	p98	p99	p9950	p9990	p9999	mean	sum_pflichtige
1991.5	"TI"			110253	5252690	.3527077	.3413794	.3398982	.0132151	.3527077	.3527077	11.20608	15.84142	19.02867	23.97339	26.18947	28.23448	32.37188	36.81675	42.02451	48.68661	53.01675	58.46061	78.06256	105.0683	116.0444	133.1268	162.5232					47.64215	110253
1993.5	"TI"			113207	5925138	.3448537	.3342301	.3327092	.0144161	.3448537	.3448537	13.81268	17.40043	20.93358	26.66392	29.19398	31.53888	36.25537	41.2296	47.06445	54.43657	59.2482	65.31557	88.59468	113.6926	124.9541	141.9889	171.3811					52.33897	113207
1995.5	"TI"	33857	5	124534	6551107	.3406783	.3309157	.3289592	.010916	.4816122	.4373464		17.26915	20.75901	26.65824	29.32428	31.83948	36.911	42.1461	48.15215	55.83736	60.64246	66.52673	86.95969	113.6622	124.4116	140.5928	168.7895					52.60497	124534
1997.5	"TI"	35688	0	124566	6596745	.3334071	.3233403	.3226061	.0104522	.481855	.4330719	15.49742	18.02371	21.49583	27.39332	30.13936	32.36909	37.35817	42.65624	48.68369	56.33524	61.09674	66.8923	86.90186	112.822	123.3125	139.4167	166.93					52.95782	124566
1999.5	"TI"	34845	14	127016	6771697	.3366534	.3263062	.3256375	.0109786	.4794569	.4327833	15.50386	17.99045	21.38903	27.30024	30.12231	32.39082	37.43211	42.81692	48.95434	56.5264	61.31419	67.20074	87.4951	114.4818	125.3158	141.4393	169.6169					53.31373	127016
2003	"TI"	21594	0	140453	8304631	.3419878	.3338492	.330462	.0144279	.4296729	.4030929	16.66971	19.72452	23.48038	30.68602	33.25803	36.00562	41.32166	47.01559	53.6166	61.82314	66.96188	73.36097	96.03017	125.8411	137.6912	155.0657	184.6891					59.12747	140453
2004	"TI"	13538	0	142147	8656727	.3524688	.3412445	.3401771	.0175547	.4087766	.3923429	16.67935	19.7828	23.58751	30.862	33.58638	36.37012	41.81988	47.68825	54.49695	62.92355	68.23917	74.88039	98.76434	130.4941	143.5817	163.3125	196.3496					60.89982	142147
2005	"TI"	38268	0	141127	8691344	.3560441	.3453818	.3435464	.01587	.4934109	.4495921	16.68367	19.80892	23.51181	30.81089	33.59186	36.44693	42.05042	48.02483	55.0808	63.65179	69.13699	76.05535	100.3264	132.938	146.1859	166.6081						61.58527	141127
2006	"TI"	41701	0	133767	8317908	.3560946	.3444598	.343857	.015131	.5091226	.4574482	16.80741	20.41013	24.00624	31.42235	34.19254	36.88572	42.35827	48.22377	55.15756	63.65992	69.07433	75.92699	99.85313	132.6866	145.653	165.6874	199.2079					62.18206	133767
2007	"TI"	40886	0	141093	9162177	.3688481	.3563221	.3556924	.0184856	.5106516	.4639222	16.84666	20.56446	24.41044	31.81525	34.78524	37.48419	43.17103	49.35069	56.52299	65.62882	71.33253	78.52535	104.9711	141.6024	156.6909	179.4121						64.93715	141093
2008	"TI"	42828	0	141833	9317478	.3751905	.360876	.3614735	.0197876	.5201011	.4719384	16.86552	20.63225	24.54943	31.92478	34.84233	37.54649	43.22688	49.3677	56.29542	65.31215	71.04047	78.22623	105.7539	144.5661	160.9894	185.4699						65.6933	141833
2009	"TI"	45580	232	144487	9589866	.3752978	.3615549	.3616133	.0198404	.5251078	.4754804	16.13769	20.79831	24.65712	32.01356	35.07809	37.76816	43.62121	50.0445	57.14254	66.29391	72.13764	79.57487	107.3608	146.0917	162.5647	186.8622						66.37183	144487
2010	"TI"	46262	599	144389	9682839	.3797384	.366283	.365735	.0202622	.5302466	.4802812	16.14634	20.82562	24.73392	32.05735	35.16866	37.88247	43.76847	50.14758	57.30799	66.54734	72.43047	79.79673	108.0275	147.2888	164.1712	189.0016						67.06078	144389
1918	"UR"			680	2316.1	.1475253		.1455029	0	.1475253	.1475253	2.504952	2.525377	2.552405	2.61229	2.645698	2.681884	2.803759	2.969145	3.292324	3.654025	3.8349	4.051087	4.641417	5.226394	5.40007	5.667993	6.524999	7.278215				3.406029	680
1923	"UR"			560	3027.05	.1870259			0	.1870259	.1870259	2.021011	2.109568	2.231565	2.522314	2.697392	2.898014	3.401835	4.111948	5.054888	5.528195	5.850847	6.27148	7.780877	9.653549	10.44546	11.7088	13.75302	18.92089	23.14559			5.405447	560
1941.5	"UR"			3035	12668	.2148913			.0003295	.2148913	.2148913	2.01116	2.057613	2.12014	2.263009	2.345335	2.436658	2.653757	2.935631	3.321679	3.895225	4.308964	4.875612	6.362191	8.233693	8.946367	9.956942	11.77993	15.71604	20.99655	41.82351		4.17397	3035
1945.5	"UR"			110519	597272	.3201434		.3153407	.000932	.3201434	.3201434	7.064711	7.304487	7.631192	8.159288	8.335767	8.528649	8.975886	9.422885	9.99364	16.69684	21.96923	28.37762	51.24382	63.02974	64.38222	66.16879	68.77132	74.73325	81.84956	99.25525		5.404247	110519
1947.5	"UR"			7069	32806	.2669964		.2628133	.0001415	.2669964	.2669964	2.043171	2.230308	2.50184	3.067134	3.20569	3.360739	3.7348	4.108847	4.419813	4.855696	5.15289	5.54016	7.061954	8.987866	10.09676	11.26606	13.14759	17.12024	23.28848	49.56525		4.640826	7069
1949	"UR"			6025	36605	.2502435		.2441189	.0006639	.2502435	.2502435	3.061093	3.325101	3.705995	4.174949	4.322165	4.485286	4.872338	5.217372	5.60007	6.13199	6.488369	6.952849	8.732792	10.71131	11.45999	12.67142	14.93713	20.75063	28.71804	78.59118		6.075519	6025
1950	"UR"			4128	29254	.2414818		.2343917	.000969	.2414818	.2414818	4.049906	4.261309	4.555252	5.067503	5.172318	5.286766	5.551711	5.882265	6.306259	6.894197	7.326285	7.907479	9.752041	12.01399	13.13997	14.76966	17.934	24.17722	36.75384	98.16469		7.086725	4128
1951.5	"UR"			4002	29852	.2412494		.2344034	.0004998	.2412494	.2412494	4.068822	4.363868	4.783305	5.16179	5.278812	5.406846	5.704245	6.078246	6.575105	7.268091	7.735911	8.372029	10.38721	12.59608	13.72407	15.39097	18.52248	24.76113	36.04927	75.42371		7.45927	4002
1953.5	"UR"			5079	38377	.2332382		.2272396	.0003938	.2332382	.2332382	4.073578	4.389959	4.842234	5.230013	5.383886	5.553388	5.951639	6.326985	6.799772	7.492315	7.976664	8.594856	10.7694	13.21417	14.04688	15.62791	17.90731	23.69091	35.82468	73.94939		7.556015	5079
1955.5	"UR"			5298	41074	.2446114		.2379149	.0005663	.2446114	.2446114	4.074405	4.39451	4.852551	5.266462	5.4433	5.638916	6.062577	6.421793	6.890532	7.542939	7.987644	8.724917	11.0731	13.57463	14.64542	16.28326	19.37416	25.82377	38.76691	81.70934		7.752737	5298
1957.5	"UR"			5689	45763	.2607787		.2535243	.0007031	.2607787	.2607787	4.082627	4.439956	4.956193	5.428465	5.688378	5.980007	6.330251	6.757574	7.314218	8.086567	8.581657	9.258018	11.78982	14.70609	15.9112	18.10397	21.91906	28.73215	41.61497	87.70129		8.04412	5689
1959.5	"UR"			3363	34325	.2724118		.2656923	0	.2724118	.2724118	6.024239	6.124733	6.259021	6.561841	6.733939	6.922909	7.328369	7.828745	8.464134	9.403666	10.10729	10.99017	13.74746	19.04641	21.34704	24.90529	30.22031	44.58626	67.97025	178.4098		10.20666	3363
1961.5	"UR"			4337	46857	.3051119		.2967684	.0002306	.3051119	.3051119	6.025481	6.131186	6.272572	6.591966	6.773821	6.973779	7.402531	7.940716	8.658183	9.690084	10.38357	11.2775	14.24495	19.80551	22.17367	25.27726	34.46222	52.61422	77.06696	162.5113		10.80401	4337
1963.5	"UR"			4320	53162	.3106052		.3032869	.0002315	.3106052	.3106052	6.098519	6.52004	7.030896	7.396399	7.60467	7.833805	8.342467	8.970086	9.852236	11.19024	12.00435	13.10481	17.29523	25.38424	28.74181	32.93697	39.31101	56.39793	78.91819	172.6068		12.30602	4320
1965.5	"UR"			4180	62043	.33353		.3249494	.0002392	.33353	.33353	7.142111	7.756135	8.140924	8.586623	8.841105	9.113818	9.729559	10.47473	11.51097	13.10722	14.06781	15.43121	20.45699	29.83037	34.96994	40.73576	49.82454	71.71025	120.4704	247.0888		14.84282	4180
1967.5	"UR"			5800	86994.3	.3165074		.3084706	.0001724	.3165074	.3165074	7.176723	8.011639	8.263675	8.840513	9.209325	9.490026	10.21284	11.02427	12.03802	13.51758	14.61062	15.86857	20.53528	28.26786	31.62404	37.10734	47.15713	74.02469	111.3624			14.99902	5800
1969.5	"UR"			7194	112888.3	.2992439		.2920517	.000139	.2992439	.2992439	7.296124	8.155448	8.551277	9.427698	9.827272	10.28452	11.1582	12.10671	13.22043	14.75806	15.83923	17.38173	22.11432	28.82573	32.04601	37.14251	45.02338	70.02956	96.5389	253.435		15.69201	7194
1971.5	"UR"			7056	144369.1	.3531384		.3413438	.0007086	.3531384	.3531384	9.252605	10.1217	10.52628	11.42062	11.82469	12.31537	13.26495	14.34198	15.7524	17.64954	19.05401	20.73115	26.44456	34.2704	37.49073	43.2571	54.39501	85.1602	121.8906	356.478		20.46047	7056
1973.5	"UR"			8188	197353.4	.386614		.3714477	.0006106	.386614	.386614	9.472043	10.43626	11.23091	12.58079	13.25267	13.79701	15.1214	16.42405	18.06381	20.40069	22.07853	24.07759	30.49032	40.06325	43.85361	49.13969	60.37395	100.953	162.2161	648.1412		24.10276	8188
1975.5	"UR"			9140	236859.4	.3098589		.2991531	.0002188	.3098589	.3098589	10.0885	11.27314	12.59374	15.00197	16.04841	17.01879	18.80068	20.66566	22.86152	25.74651	27.63399	30.21055	38.08104	48.6167	53.20316	60.27053	75.05669	116.646	180.0084	464.5955		25.9146	9140
1977.5	"UR"			9975	284153	.3057495		.2955105	.0001003	.3057495	.3057495	10.13821	11.43682	13.0989	16.1088	17.4283	18.75507	21.32591	23.60194	26.18303	29.63804	31.76888	34.37913	42.97913	53.76835	58.21134	65.73668	79.79669	111.6653	185.6024	446.0715		28.48652	9975
1979.5	"UR"			10361	318056.3	.3402661		.3275355	.0002895	.3402661	.3402661	10.22246	11.4955	13.15643	16.38077	17.78101	19.25115	21.7592	24.30837	26.9334	30.5825	32.74466	35.6593	44.22224	55.88795	60.81522	68.63143	80.12857	108.4606	168.3893	389.9771		30.69745	10361
1981.5	"UR"			10949	348051.2	.3357226		.3233173	.000274	.3357226	.3357226	10.23365	11.67502	13.47461	17.08806	18.58281	20.13082	22.74712	25.40162	28.21531	32.02859	34.43766	37.50179	47.27295	58.59787	62.76488	68.97175	81.3724	112.3271	161.3605	400.5302		31.7884	10949
1983.5	"UR"			11295	376785.1	.3375615	.3084406	.3245966	.0002656	.3375615	.3375615	10.84468	12.4213	14.23709	17.59105	19.37327	20.87868	23.86514	26.51169	29.56801	33.40168	35.97691	39.08566	49.15551	60.73795	65.28088	71.55553	84.20934	119.3766	162.8529	394.3723		33.35857	11295
1985.5	"UR"			11745	414337.6	.3316618	.3038455	.3194731	.0003406	.3316618	.3316618	11.44652	13.15988	14.89563	18.609	20.42927	22.15569	25.3624	28.4662	31.98096	36.21954	38.85587	42.26558	52.93612	65.29482	70.00996	77.23421	91.15286	123.4512	176.595	387.4965		35.27779	11745
1987.5	"UR"			12381	476350.1	.3654752	.3414208	.3504017	.0040384	.3654752	.3654752	10.48844	12.75559	15.59765	19.35553	21.08066	22.68829	26.13045	29.48137	32.86523	37.06083	39.64485	43.01937	53.59595	65.97231	70.97138	78.52554	91.70771	123.9172	176.034			38.47428	12381
1989.5	"UR"			12368	516286.8	.341618	.3278342	.3284911	.0051746	.341618	.341618	10.98406	15.3646	17.8709	22.26299	24.29237	26.02799	29.41942	32.62423	36.427	41.18341	44.17099	47.87852	58.966	73.90382	80.27863	96.81152	106.5389	146.3187				41.74376	12368
1991.5	"UR"			13051	662067.4	.4120549	.3930857	.3946038	.0061298	.4120549	.4120549	11.59352	16.26445	19.48975	23.97696	26.09487	28.03173	31.85754	35.72579	39.77333	44.81959	48.15636	52.12386	64.55986	80.25121	87.01266	96.89497	115.8275	158.6654				50.72924	13051
1993.5	"UR"			13062	709323.8	.3764285	.3604804	.361079	.0069668	.3764285	.3764285	13.95944	18.05181	21.7378	27.32645	30.01323	32.06843	36.53719	40.91027	45.56089	51.43422	54.87907	59.34263	73.26484	90.33575	97.13733	108.5573	128.4667	172.4995				54.30438	13062
1995.5	"UR"	5033	23	13733	691816.8	.2836687	.2748598	.2748322	.0051689	.4757872	.4172703	15.13964	18.91991	23.18659	29.44166	31.88672	34.40076	39.18227	43.9245	48.97395	55.38805	59.10568	63.38162	77.21558	93.60983	100.4989	110.1076	126.5179	169.3224				50.37623	13733
1997.5	"UR"	3649	702	13946	690569.3	.2750156	.2669259	.2675554	.0052288	.425369	.3792378	15.67678	19.26498	23.34129	29.2916	31.71424	34.14866	38.68042	43.34957	48.43543	54.63821	58.34631	62.74677	76.84966	92.92583	98.73526	108.1284	123.5476	161.4735				49.51738	13946
1999.5	"UR"	3810	693	13582	663084.1	.2689222	.2614427	.261842	.0040248	.4290766	.3794062	15.71809	19.33432	23.46824	29.14085	31.54312	33.91257	38.40497	43.06407	48.27149	54.23857	57.89983	62.19418	74.63039	89.82607	95.94823	104.5647	118.6946	153.5338				48.8208	13582
2001	"UR"	3614	198	15196	796430.7	.2716591	.2645919	.2647517	.0053695	.4115966	.3717192	16.79462	20.46491	25.12591	31.37723	33.87162	36.30687	41.08992	46.09601	51.57795	57.98574	62.02479	66.93768	81.54846	97.61583	104.0203	112.3695	127.1648	166.2842				52.41055	15196
2002	"UR"	3775	202	15181	802899.1	.2731389	.2662903	.2660302	.0051699	.4178899	.3766448	16.82464	20.62888	25.40985	31.56757	34.0584	36.46947	41.34387	46.4063	51.82672	58.4995	62.48797	67.30205	81.97281	99.3728	105.8019	114.6001	130.8128	168.9711				52.88842	15181
2003	"UR"	3737	187	15194	806983.5	.2713122	.2652607	.2644973	.0052295	.4151559	.3713918	16.83075	20.62757	25.31664	31.71638	34.28852	36.72805	41.6577	46.69815	52.34604	59.23959	63.23121	67.85299	82.93215	100.5549	106.9792	115.8709	130.686	166.2578				53.11198	15194
2004	"UR"	3774	261	15204	813490.8	.2738903	.268398	.2668323	.005322	.4182858	.3743846	16.86217	20.75449	25.40124	31.73686	34.49022	36.92085	41.83524	46.85894	52.46801	59.39951	63.56955	68.32112	83.49983	101.6505	107.4426	115.3996	129.5254	165.4654				53.50505	15204
2005	"UR"	3772	291	15264	823912.2	.2752284	.268945	.2680179	.0055159	.4188426	.375454	16.86574	20.80073	25.56618	31.96044	34.66956	37.09638	42.05079	47.16287	52.93833	60.14483	64.22086	68.86673	84.36356	102.8106	109.1734	117.961	132.9629	170.0421				53.97747	15264
2006	"UR"	4023	361	14950	815384.1	.2697553	.2636699	.2632081	.0053234	.424595	.3760653	17.18156	21.73725	26.36211	32.6829	35.3927	37.78951	42.64707	47.65585	53.3252	60.35287	64.54348	69.58473	85.14766	103.6261	109.5695	117.7375	132.3586	168.6696				54.54074	14950
2007	"UR"	3802	352	15257	858758.6	.2801428	.2735985	.2726885	.0054567	.4237441	.3795952	17.12106	21.60158	26.37774	33.27132	36.10425	38.70343	43.52552	48.72693	54.37615	61.50659	65.9444	71.15089	87.60324	106.7301	113.6638	123.5405	139.2789	175.0163				56.28621	15257
2008	"UR"	3815	338	15283	847952.8	.2679419	.2636377	.261225	.0058121	.4141772	.3696994	17.19814	21.81161	26.7439	33.76244	36.44888	38.97544	43.86987	48.66999	54.09103	60.92902	65.03562	70.16902	86.1722	105.8094	112.6651	122.5722	139.5018	177.8988				55.4834	15283
2009	"UR"	3777	356	15461	875791.2	.2757342	.2699837	.268473	.0065495	.4179295	.3749772	16.51437	21.98366	27.01845	33.95179	36.60561	39.17008	44.21523	49.21164	54.79965	62.05338	66.3692	71.51773	88.05642	109.3618	117.0291	127.8817	144.776	185.4667				56.64518	15461
2010	"UR"	3859	366	15427	890152.5	.2852497	.2786678	.2771507	.0072073	.4282664	.3848653	16.43281	21.91229	26.98355	34.00505	36.72252	39.38659	44.40382	49.55076	55.31791	62.53017	66.91776	72.03437	89.20518	112.317	121.153	132.7072	151.0951	192.7183				57.70095	15427
1918	"VD"			8689	38858.95	.3032929		.2963321	0	.3032929	.3032929	2.508085	2.541537	2.586068	2.685796	2.744569	2.809758	2.961059	3.270769	3.643532	4.058484	4.414699	4.776031	6.325111	8.705982	9.64887	11.04138	13.21863	18.85241	26.77028	152.9196		4.4722	8689
1923	"VD"			14686	74904.5	.2430402			.0001362	.2430402	.2430402	2.01632	2.084696	2.177858	2.395474	2.523803	2.668602	3.022853	3.503023	4.195701	5.131274	5.485452	5.952371	7.671731	9.887733	11.00332	12.69529	15.41617	20.1871	25.46223	59.72913		5.100402	14686
1941.5	"VD"			47110	263430	.3272907			.0008278	.3272907	.3272907	2.017337	2.090067	2.1894	2.422442	2.560493	2.716784	3.101323	3.626983	4.393079	5.344969	5.841278	6.511857	9.12666	12.83915	14.33664	16.52781	20.19094	28.17989	39.32984	90.4124		5.591806	47110
1945.5	"VD"			3286	1698	159.1055		247.3083	-.0012173	159.1055	159.1055	34.16438	35.47509	37.26982	41.28725	43.43367	45.85178	51.81929	60.01249	61.16976	62.69473	63.68082	64.90882	68.87644	73.63647	75.3059	77.51414	80.32306	82.81966	85.39387			.5167377	3286
1947.5	"VD"			110991	619153	.3361416		.3297362	.0005226	.3361416	.3361416	2.049985	2.26853	2.590705	3.144689	3.313718	3.504473	3.971295	4.407842	4.994298	5.724494	6.223175	6.864421	9.180808	12.68041	14.01022	15.93249	19.09781	26.13607	36.04401	73.03122		5.578407	110991
1949	"VD"			100616	715659	.2973861		.2904893	.0007156	.2973861	.2973861	3.082881	3.447668	3.992052	4.356232	4.566045	4.801526	5.254776	5.760684	6.375451	7.195672	7.744297	8.480803	11.08125	14.78538	16.36833	18.73397	22.85946	31.90269	43.12443	86.53565		7.112775	100616
1950	"VD"			74669	614418	.2806953		.2732882	.0009643	.2806953	.2806953	4.07947	4.422459	4.916156	5.282838	5.457556	5.650727	6.090666	6.582826	7.226372	8.116533	8.745654	9.535554	12.46462	16.95739	18.82635	21.65646	26.51458	36.32019	49.09573	98.44048		8.228556	74669
1951.5	"VD"			78571	660443				.0000764			4.091239	4.487967	5.016072	5.346605	5.536867	5.747753	6.207466	6.743133	7.412271	8.323955	8.949057	9.737137	12.53615	16.49662	18.12185	20.59692	24.87079	34.41317	47.67363	100.2657	286.274	8.405684	78571
1953.5	"VD"			88182	767905	.279026		.2715793	.0000454	.279026	.279026	4.098554	4.529067	5.042018	5.432299	5.658818	5.911426	6.394225	6.988004	7.683069	8.651443	9.296396	10.12262	13.05951	17.16778	18.8969	21.46744	26.18972	36.83078	51.14189	108.3142	325.2029	8.708183	88182
1955.5	"VD"			95297	865113	.2941339		.2849417	.0000315	.2941339	.2941339	4.102274	4.55009	5.057983	5.491015	5.743818	6.020219	6.526133	7.156476	7.924167	8.957825	9.648512	10.5362	13.71752	18.16747	20.16946	23.14877	28.28208	40.09105	56.69455	114.3989	346.5264	9.078072	95297
1957.5	"VD"			108633	1015592	.3107686		.3020253	.0000368	.3107686	.3107686	4.106449	4.573771	5.082991	5.601207	5.907234	6.177166	6.755905	7.43718	8.292915	9.44229	10.19875	11.16419	14.57571	19.48453	21.50218	24.71783	30.1677	43.3215	59.89161	132.1953	403.5514	9.348835	108633
1959.5	"VD"			73483	854589	.3066919		.2997447	.0000272	.3066919	.3066919	6.035679	6.184327	6.384755	6.844156	7.095675	7.352207	7.959384	8.701839	9.662848	10.99118	11.85381	13.02546	17.57093	24.58531	27.61353	31.95898	39.25021	56.23225	76.92358	160.4783	521.7791	11.62975	73483
1961.5	"VD"			88652	1072048	.3170086		.3096027	.0000226	.3170086	.3170086	6.041582	6.215258	6.450523	6.994329	7.248679	7.529528	8.181477	8.97562	10.02221	11.40186	12.33441	13.56992	18.42453	25.71502	28.88701	33.93565	42.09825	59.6657	85.70665	175.4691	503.4551	12.09277	88652
1963.5	"VD"			90858	1308452	.3437989		.3356765	.000033	.3437989	.3437989	6.182728	6.992716	7.264188	7.87887	8.201674	8.540634	9.329632	10.29793	11.54911	13.28618	14.4435	16.00172	22.1701	32.00763	36.28408	42.55203	53.38475	77.50465	109.5983	250.3468	667.0721	14.40107	90858
1965.5	"VD"			93295	1557611	.3490422		.3405266	.0000536	.3490422	.3490422	7.207711	8.030659	8.344281	9.059871	9.418601	9.817813	10.71516	11.82893	13.26691	15.26304	16.5804	18.38454	25.8896	37.64812	42.59416	49.82515	62.92225	89.95699	130.9488	308.3102	788.9949	16.69555	93295
1967.5	"VD"			113014	1956235	.3358456		.3278456	.0000265	.3358456	.3358456	7.284186	8.145865	8.53862	9.44642	9.876423	10.39079	11.43102	12.65284	14.27774	16.39434	17.79964	19.66617	27.05667	38.16324	42.71939	50.07492	62.74918	89.19118	124.7386	265.5615	648.077	17.30967	113014
1969.5	"VD"			128910	2456555	.3429184		.3344414	.0000543	.3429184	.3429184	7.441105	8.345069	9.05526	10.21661	10.74326	11.36956	12.60309	14.11783	15.84376	18.30518	19.85828	21.88771	29.7034	41.56783	46.54461	54.02994	67.63072	97.12138	138.8199	295.6204	800.6429	19.05635	128910
1971.5	"VD"			127500	2860816	.3303128		.3209742	.000102	.3303128	.3303128	9.463303	10.37866	11.11484	12.37985	13.07969	13.66662	15.13083	16.70294	18.74985	21.52102	23.36505	25.74783	34.78778	48.39691	54.34383	63.2595	78.6172	112.1807	157.0458	332.928		22.43777	127500
1973.5	"VD"			137098	3432178	.344474		.3330198	.0001678	.344474	.344474	9.73719	10.70491	11.67251	13.41852	14.24482	15.06887	16.62362	18.48874	20.76497	23.88031	26.03683	28.71698	39.1582	54.76281	61.63328	72.09614	89.47319	128.5532	182.4286	374.044		25.03448	137098
1975.5	"VD"			159549	4630879	.3357139		.3240839	.000163	.3357139	.3357139	10.23232	11.53509	13.02643	15.54307	16.6779	17.80233	20.07327	22.40067	25.35383	29.02203	31.52396	34.5969	46.01227	62.46899	69.47	79.76659	96.88559	136.9572	191.7195	389.2265		29.02481	159549
1977.5	"VD"			168664	5246730	.3310289		.3196926	.0000949	.3310289	.3310289	10.28894	11.71742	13.38116	16.39683	17.79659	19.23991	21.87423	24.72165	27.91798	32.19771	35.04376	38.36634	50.2012	66.55346	73.24023	83.01391	100.0234	137.2219	189.3036	367.3708	977.0319	31.10759	168664
1979.5	"VD"			178265	5783644	.3360269		.3242603	.0001346	.3360269	.3360269	10.31153	11.85621	13.63793	16.898	18.45427	19.82026	22.69361	25.68246	29.10489	33.65943	36.60579	40.26941	52.62365	69.71651	76.7743	86.54453	103.9205	141.8099	197.8886	391.2169		32.44408	178265
1981.5	"VD"			186360	6508686	.3447465		.3321965	.0001985	.3447465	.3447465	10.37649	12.17804	14.16052	17.75548	19.4751	21.13737	24.27456	27.37745	31.32771	36.34272	39.51744	43.4007	57.1694	75.93584	83.26501	94.09695	112.6414	153.9361	211.3803	424.4748		34.92533	186360
1983.5	"VD"			196785	7442374	.351368	.3279071	.3378355	.000249	.351368	.351368	11.04684	12.75068	15.03115	19.10376	20.83417	22.60785	25.94059	29.48382	33.60381	38.94579	42.4245	46.82703	62.39717	83.19661	92.10432	104.7071	125.2154	169.8178	230.8262	483.3488		37.81982	196785
1985.5	"VD"			203537	8266412	.3547017	.3313677	.3411879	.0002604	.3547017	.3547017	11.50247	13.42152	15.702	20.19974	22.20593	24.10911	27.64561	31.67355	36.23597	42.11776	45.98447	50.71926	67.13276	88.46322	99.61365	113.1592	135.3352	183.0322	248.9259	509.1235		40.6138	203537
1987.5	"VD"			215429	9084480	.3553067	.3399791	.3413759	.0091956	.3553067	.3553067	10.54253	13.09486	16.09331	20.82266	22.79432	25.13221	28.80459	32.83147	37.55487	43.58228	47.47177	52.34324	69.27876	93.27222	103.4519	117.3112	140.7472	192.4786				42.16925	215429
1989.5	"VD"			208758	9991547	.3532871	.3437038	.3401172	.0120953	.3532871	.3532871	11.00242	15.52386	18.93673	23.96075	26.19831	28.27491	32.51786	37.11127	42.55181	49.62173	54.0665	59.64906	79.21132	105.7365	116.1491	131.8524	158.3245					47.86186	208758
1991.5	"VD"			216139	1.13e+07	.3530382	.3431815	.3398742	.0137365	.3530382	.3530382	11.51373	16.57948	20.57995	26.24583	28.69112	31.12094	35.82785	40.88335	46.86836	54.67118	59.68282	65.9613	87.46532	115.3656	126.5744	142.8479	170.0263					52.41232	216139
1993.5	"VD"			219331	1.24e+07	.3426841	.3324495	.3304217	.014836	.3426841	.3426841	14.83367	18.14808	22.22007	28.69461	31.4649	34.13306	39.46407	45.12686	51.67766	60.19267	65.47817	72.1164	95.16902	123.3814	134.5092	150.4686	177.2084					56.54784	219331
1995.5	"VD"	52966	12840	225887	1.31e+07	.3392439	.3293897	.3268934	.0126339	.4647495	.4297517	15.24466	19.2619	23.26633	29.74763	32.35975	35.24516	40.69981	46.58439	53.38924	62.031	67.48325	74.31483	97.94012	127.1217	138.2589	154.3814	181.1965					58.14589	225887
1997.5	"VD"	57713	13635	226414	1.33e+07	.3381113	.3278609	.3264267	.0123994	.4725568	.4328154	15.81019	20.08024	24.00957	30.25617	32.72664	35.53623	40.96734	46.88303	53.88647	62.56662	68.07635	75.06871	98.79337	128.3915	139.6875	155.853	181.7517					58.75982	226414
1999.5	"VD"	58104	13557	229978	1.38e+07	.3469186	.3363458	.3345839	.013878	.4786403	.4399194	15.85404	20.25696	24.21856	30.37472	32.85884	35.65971	41.18301	47.37398	54.6295	63.63188	69.32474	76.45544	101.1128	132.1312	144.0179	161.2657	189.1702					60.19107	229978
2003	"VD"	75116	0	283398	1.94e+07	.3608903	.3501123	.3478142	.0203925	.4947968	.4559159	17.01235	21.25938	25.92346	33.1408	36.32608	39.40468	45.86199	52.87168	61.227	71.68107	78.38184	86.99245	116.5215	153.3307	167.6756	188.1674						68.39906	283398
2004	"VD"	74177	4534	264971	1.79e+07	.3550242	.3443193	.3424461	.0200827	.4960905	.4548894	16.9776	21.11194	25.69931	33.03387	36.26245	39.36251	45.81441	52.87587	61.19431	71.67619	78.36726	86.9097	116.2111	152.9763	167.3367	187.8575						67.61415	264971
2005	"VD"	71011	5763	271183	1.88e+07	.3641298	.3619058	.3508864	.0227327	.4960835	.4580362	17.0106	21.21763	25.81353	33.18604	36.44157	39.6031	46.10474	53.32717	61.85641	72.61584	79.61309	88.53995	119.2771	158.2277	173.803	196.1667						69.28284	271183
2006	"VD"	77545	6105	268051	1.92e+07	.3697141	.3673613	.3564307	.0246299	.511138	.4685919	17.19071	21.70552	26.53406	34.15368	37.29417	40.57095	46.95585	54.25441	62.85649	73.86031	81.09094	90.31124	122.5065	164.4652	181.02							71.48717	268051
2007	"VD"	75398	7775	270541	1.98e+07	.3723079	.3597511	.3587389	.0270077	.5091144	.4689117	17.26505	21.89133	26.84493	34.81623	37.98491	41.30577	47.96401	55.53739	64.31625	75.7554	83.15821	92.56699	125.9061	169.8008	187.3593							73.27753	270541
2008	"VD"	82538	5564	276472	2.06e+07	.379113	.3649749	.3648754	.0280354	.5218577	.4794998	17.334	22.1132	27.23998	35.19247	38.30245	41.58768	48.20779	55.58748	64.04848	75.4418	82.7664	92.27016	126.5138	172.8457	191.4566							74.42081	276472
2009	"VD"	84442	5517	279881	2.06e+07	.3687136	.3561259	.3551902	.0265067	.5150318	.4721069	16.71431	22.20626	27.31181	35.37415	38.54848	41.87537	48.6632	56.11298	64.75065	76.15242	83.51258	93.12043	126.9794	170.6311	187.6797							73.6664	279881
