steuerperiode	kanton	null_norm	null_sond	cpop	cinc	G_steink	G_reink	G_taxed	ppop0	G_steink0	G_steink_halb	p1	p5	p10	p20	p25	p30	p40	p50	p60	p70	p75	p80	p90	p95	p96	p97	p98	p99	p9950	p9990	p9999	mean	sum_pflichtige
1951.5	"FR"			16661	130581	.2512245		.2455164	.0007202	.2512245	.2512245	4.061718	4.325119	4.69647	5.188114	5.351924	5.532765	5.959204	6.457638	7.103161	7.920404	8.47084	9.182724	11.78871	15.19723	16.5085	18.3615	22.17142	29.47985	39.19928	84.42818		7.837525	16661
1953.5	"FR"			19862	158981	.2576266		.2518106	0	.2576266	.2576266	4.060221	4.31699	4.678356	5.199243	5.381835	5.584126	6.054247	6.576285	7.252463	8.153757	8.728685	9.495599	12.20664	15.81874	17.15368	18.97454	22.06623	29.64076	38.34669	80.29343		8.004279	19862
1955.5	"FR"			21153	171158	.2609791		.2551114	.0001418	.2609791	.2609791	4.061348	4.323112	4.691995	5.211447	5.398511	5.605918	6.083178	6.617367	7.313665	8.252988	8.858062	9.6335	12.4718	16.23363	17.69851	19.85257	22.89151	30.18836	39.87736	77.36219		8.091429	21153
1957.5	"FR"			24092	194420	.2702162		.2639968	0	.2702162	.2702162	4.06692	4.353464	4.759908	5.253305	5.447256	5.662518	6.152703	6.72995	7.459996	8.428269	9.064153	9.893732	12.67594	16.34162	17.8197	19.98056	23.46085	31.03525	42.6652	84.38846		8.069899	24092
1959.5	"FR"			14520	152435	.2591452		.2542149	0	.2591452	.2591452	6.030715	6.158413	6.329922	6.720266	6.944268	7.171884	7.693532	8.345259	9.187511	10.33239	11.12225	12.10418	15.70352	20.40329	22.46094	25.01054	30.10142	39.31734	54.24456	136.8196		10.49828	14520
1961.5	"FR"			17401	189040	.2743333		.2689856	0	.2743333	.2743333	6.032514	6.167796	6.34975	6.764925	7.003422	7.24007	7.798106	8.499928	9.424611	10.70619	11.54114	12.61263	16.56383	21.89262	24.16005	27.57396	33.0991	43.85946	61.52538	133.8342	267.2901	10.86374	17401
1963.5	"FR"			19370	243638	.2956327		.2895733	.0000516	.2956327	.2956327	6.125569	6.668985	7.111897	7.560135	7.817615	8.097834	8.740059	9.540666	10.57495	12.08461	13.05035	14.41957	19.25619	26.18172	29.18242	33.27096	40.07031	53.57696	74.20321	167.8197	516.1762	12.57811	19370
1965.5	"FR"			19664	289204	.3106069		.3036087	.0000509	.3106069	.3106069	7.145356	7.774136	8.16532	8.671416	8.96191	9.25353	9.930104	10.82889	12.01621	13.70825	14.88715	16.446	22.27089	31.46179	35.31005	40.94013	50.60401	74.35383	99.08187	248.3003	508.4276	14.70728	19664
1967.5	"FR"			28322	430324.6	.3026444		.2960812	0	.3026444	.3026444	7.186131	8.023686	8.285852	8.887006	9.277145	9.595168	10.44199	11.45963	12.72157	14.54337	15.73681	17.44152	23.43086	31.94169	35.47575	40.62548	49.60337	68.86607	98.68699	223.1602	459.3419	15.194	28322
1969.5	"FR"			35726	579011.7	.3058341		.2991842	0	.3058341	.3058341	7.272823	8.129813	8.500876	9.363256	9.75567	10.26145	11.24786	12.3466	13.75781	15.76785	17.20414	18.88484	25.47695	34.14656	37.76907	43.29197	52.43737	72.35758	100.1122	224.5772	414.7749	16.20701	35726
1971.5	"FR"			33615	658536.9	.3006607		.2930678	0	.3006607	.3006607	9.2946	10.15405	10.55103	11.4823	12.02926	12.47097	13.56571	14.85871	16.621	19.10843	20.62424	22.61938	30.34098	40.76471	45.1124	51.47734	63.11253	87.26295	129.516	261.6615		19.59057	33615
1973.5	"FR"			41361	906013	.3177062		.3080601	.0001209	.3177062	.3177062	9.447765	10.38549	11.14244	12.45277	13.15313	13.72041	15.12466	16.5921	18.49602	21.16265	22.8549	25.22467	33.8633	45.74855	50.64693	57.87356	69.59898	98.96088	144.1825	295.8338		21.90501	41361
1975.5	"FR"			48683	1244676	.3127545		.3029229	.0001232	.3127545	.3127545	10.08504	11.08642	12.22081	14.3826	15.39599	16.38177	18.2959	20.29329	22.64116	25.80235	27.8322	30.58393	39.75702	51.98618	56.66253	64.4122	76.87492	107.116	153.0185	329.9294		25.56695	48683
1977.5	"FR"			51597	1408180	.3084751		.2991622	.0000775	.3084751	.3084751	10.08517	11.15379	12.42869	15.09436	16.35303	17.56417	19.86498	22.3426	25.15434	28.58014	30.96807	33.81422	43.39445	55.56141	60.16946	66.94554	77.62368	104.3645	145.8106	291.7578	889.3205	27.2919	51597
1979.5	"FR"			52624	1497655	.3121723		.3026583	.000114	.3121723	.3121723	10.07218	11.20246	12.55931	15.45403	16.83495	18.25386	20.74549	23.37771	26.29052	30.17	32.48223	35.59976	46.06915	58.7076	63.54047	70.66865	81.70714	107.3189	150.5033	291.9659		28.45954	52624
1981.5	"FR"			58130	1768177	.3223675		.3120288	.0001204	.3223675	.3223675	10.08096	11.32173	12.78709	16.08694	17.62389	19.19349	22.02529	24.79899	28.03206	32.27072	35.0575	38.2342	49.453	63.09389	68.15008	75.59	87.82904	118.7309	164.8248	372.7011		30.41763	58130
1983.5	"FR"			60910	1957667	.3224878	.2958534	.3115222	.0001806	.3224878	.3224878	10.68776	12.15002	13.71508	17.12999	18.61746	20.20785	23.18537	26.03797	29.41277	33.75721	36.60303	40.18194	52.23068	67.001	73.07023	81.27415	95.49113	130.2499	176.7981	383.5447		32.14032	60910
1985.5	"FR"			64350	2241312	.326843	.3010215	.3157855	.0001709	.326843	.326843	11.34677	12.7606	14.52764	18.23869	20.06406	21.73239	25.01296	28.03484	31.88686	36.76996	40.00867	43.84566	57.09201	73.44267	79.45542	88.51347	103.3181	142.3688	195.1936	418.1848		34.83002	64350
1987.5	"FR"			71451	2589594	.3280832	.3120693	.3166988	.0050104	.3280832	.3280832	10.36503	12.00789	14.56233	18.52268	20.62231	22.3231	26.04125	29.53837	33.34245	38.3134	41.57686	45.66585	59.25847	75.99208	82.60017	91.62262	107.5244	148.3007				36.24293	71451
1989.5	"FR"			71355	2971827	.3260102	.3175736	.315119	.0072875	.3260102	.3260102	10.76542	14.5705	17.46893	22.18142	24.2727	26.11838	29.8343	33.458	37.94652	43.65436	47.32417	51.85058	66.92885	86.60698	93.43817	104.3617	123.8189	172.0097				41.64847	71355
1991.5	"FR"			76214	3496138	.3290415	.3197993	.317822	.008358	.3290415	.3290415	11.1664	15.83271	19.24536	24.46482	26.5843	28.71266	32.70731	36.93671	41.81122	48.09032	52.08404	56.91011	72.95367	93.49589	101.1942	112.6753	133.5864	183.8559				45.87264	76214
1993.5	"FR"			79427	3992092	.31286	.3044517	.3030759	.0081836	.31286	.31286	13.43049	17.43215	21.16071	27.26383	30.0943	32.23792	36.94716	41.79825	47.32573	54.46088	58.86783	64.2953	81.88431	102.5596	110.2145	121.0976	139.1383	183.5835				50.26114	79427
1995.5	"FR"	16525	2817	84400	4296428	.3086256	.3023542	.2990895	.0064503	.4218281	.3888439		17.73797	21.46712	27.62207	30.49842	32.85816	37.73608	42.78069	48.51725	55.74959	60.20979	65.59567	83.05074	103.1105	110.5504	121.1453	139.2485	180.6945				50.90554	84400
1997.5	"FR"	18425	3445	84846	4415548	.3113886	.3041332	.301949	.0062844	.4342466	.3963836	15.58596	18.63432	22.32867	28.41552	31.06067	33.40032	38.19487	43.2352	48.94671	56.15987	60.68917	66.14568	83.68275	103.7853	111.2115	121.8404	139.8359	180.5652				52.0419	84846
1999.5	"FR"	18988	3130	86972	4579422	.3105583	.30362	.3010779	.0058701	.4341061	.396503	15.64019	18.92643	22.6773	28.85646	31.47196	33.96576	38.78811	43.77459	49.55389	56.79277	61.32559	66.94549	84.59534	104.7466	112.0425	122.4396	139.3541	177.2295				52.65398	86972
2001	"FR"	20945	1151	101004	5808079	.3108326	.3024928	.3013892	.008479	.4291986	.3962997	16.83362	20.56236	24.72701	31.666	34.58559	37.1351	42.31372	47.73517	54.04251	62.04947	67.06333	73.13137	92.68074	116.5098	125.5394	138.214	158.6607					57.50345	101004
2002	"FR"	21125	1243	102012	5957352	.3101923	.3026273	.3008277	.0089575	.4285336	.3961815	16.83151	20.58852	25.09147	32.10913	35.23132	37.70075	42.98956	48.59707	55.33169	63.44981	68.65455	74.8475	95.27808	118.9562	128.3264	141.4357	162.3374					58.39854	102012
2003	"FR"	21885	1239	104289	6165610	.3114311	.3041304	.3019378	.0091461	.4308641	.3959332	16.89297	20.80784	25.28725	32.38882	35.5074	38.03146	43.39182	49.09683	55.88993	64.29982	69.52863	75.88391	96.56871	120.3619	129.6104	142.59	163.5388					59.12042	104289
2004	"FR"	21877	1274	106299	6373960	.3131022	.3064317	.3034757	.0097834	.4303415	.3964733	16.90687	20.87464	25.42932	32.64189	35.76162	38.41647	43.94813	49.83256	56.74677	65.39931	70.69872	77.15376	98.25868	122.542	131.5312	144.1003	165.7396					59.96256	106299
2005	"FR"	22289	1220	108096	6581838	.317243	.310175	.3072208	.010354	.4339587	.4004416	16.9474	21.01258	25.58182	32.91622	36.04596	38.79039	44.29949	50.36554	57.23742	66.02872	71.40707	78.09418	99.85557	124.9227	134.3773	147.6299	169.8347					60.88882	108096
2006	"FR"	25034	1367	108508	6726965	.3163541	.3084786	.3067116	.01121	.4445114	.4061872	17.19375	21.66466	26.33652	33.77724	36.69689	39.52301	45.16319	51.04859	57.98617	66.87972	72.42009	79.14903	101.5258	127.6827	137.632	151.8047	175.2567					61.99511	108508
2007	"FR"	30603	1255	110718	7012432	.3212882	.3135963	.3112665	.01181	.4682629	.4237455	17.22451	21.71791	26.42863	34.12788	37.06226	40.10545	45.70611	51.87437	59.17135	68.29005	73.93448	80.92065	103.9992	131.4463	141.7797	156.6974	180.8699					63.33597	110718
2008	"FR"	31229	1478	112810	7019196	.3138302	.3070146	.3042076	.0112886	.4625982	.41746	17.23883	21.78498	26.58464	34.03395	36.96231	40.02731	45.5616	51.55153	58.3943	67.08788	72.5548	79.24995	102.068	129.2464	139.2491	153.6539	177.7257					62.22139	112810
2009	"FR"	32119	1554	115260	7291072	.3165693	.3097275	.3067496	.0116163	.4655125	.4207389	16.62828	22.01668	26.8254	34.29279	37.26482	40.36277	46.063	52.22767	59.36166	68.20924	73.87926	80.9482	104.1128	131.6022	141.8217	156.5259	180.2421					63.25761	115260
2010	"FR"	32822	1808	117457	7499325	.3185039	.3121203	.3085586	.0120775	.4673475	.4228055	16.57344	21.9102	26.74899	34.45608	37.46265	40.59036	46.41486	52.63763	60.01886	68.88541	74.65003	81.93737	105.379	133.5134	143.9601	158.9583	182.8573					63.8474	117457
1918	"GE"			12023	71734.9	.458754		.4475441	.0000832	.458754	.458754	2.507307	2.537518	2.577675	2.667369	2.719547	2.779912	2.91967	3.255682	3.733811	4.395525	4.824912	5.612007	8.636373	14.57634	17.60962	22.87742	31.18036	48.21877	68.57365	143.1361	1027.328	5.966473	12023
1923	"GE"			9896	71112.2	.3060092			.0003032	.3060092	.3060092	2.026422	2.138553	2.295003	2.676589	2.911947	3.186482	3.897043	4.944649	5.560967	6.41286	7.019117	7.839656	11.10087	15.925	17.95675	20.81219	25.03259	33.96183	45.06696	100.6019		7.185954	9896
1941.5	"GE"			45829	265782	.337482			.0014183	.337482	.337482	2.017657	2.091761	2.193046	2.430994	2.572152	2.73213	3.126443	3.666903	4.457108	5.403703	5.916126	6.609869	9.327764	13.75515	15.64328	18.4649	23.16951	33.94831	49.74157			5.799428	45829
1945.5	"GE"			-1082	-37707	5.569326		5.556281	.0434381	5.569326	5.569326	305.6758	301.2031	295.4387	283.2602	276.8014	270.0595	255.5835	239.4604	221.1049	199.5013	186.916	172.5882	134.7175	105.1566								34.84935	-1082
1947.5	"GE"			76517	515743	.3766212		.3682384	.0014245	.3766212	.3766212	2.069479	2.380795	2.860932	3.402443	3.679405	4.000298	4.513637	5.142824	5.808083	6.646643	7.208442	7.949499	11.18654	16.15986	18.19128	21.09765	25.73411	36.13994	50.86217			6.740241	76517
1949	"GE"			70950	608329	.3520691		.3426856	.0021424	.3520691	.3520691	3.099651	3.544456	4.077732	4.66384	5.01231	5.261331	5.863338	6.513323	7.33317	8.454813	9.202993	10.12728	13.62457	19.14417	21.50785	24.98469	31.11119	44.43391	63.88776			8.574052	70950
1950	"GE"			58883	562449	.3343642		.3245011	.0025814	.3343642	.3343642	4.092823	4.496837	5.026778	5.460583	5.71396	5.997841	6.528004	7.19815	8.055431	9.219337	9.975937	10.92356	14.89624	21.1004	23.70109	27.66397	34.24128	48.90438	70.50478			9.551976	58883
1951.5	"GE"			57099	568981	.3231481		.313285	.000035	.3231481	.3231481	4.128692	4.70162	5.157897	5.734815	6.049969	6.296573	6.884489	7.553417	8.414821	9.588592	10.35571	11.32916	15.0339	20.97567	23.52833	27.29032	33.78494	48.7808	71.0228	166.2554	515.8964	9.964815	57099
1953.5	"GE"			66166	683875	.3321666		.3218323	.0000453	.3321666	.3321666	4.12556	4.683451	5.16955	5.827197	6.143897	6.431056	7.097615	7.818124	8.735896	9.962937	10.76048	11.76174	15.5656	21.40024	24.2017	28.07434	34.72596	50.87355	73.19305	187.4356	673.4288	10.33575	66166
1955.5	"GE"			68786	737793	.3433705		.3324506	.0000727	.3433705	.3433705	4.13197	4.720704	5.205492	5.932864	6.233874	6.543613	7.23177	8.007586	8.972378	10.24324	11.08219	12.15969	16.20967	22.51193	25.31107	29.37281	36.99143	54.97466	79.26041	190.6803	806.9164	10.72592	68786
1957.5	"GE"			77879	876650	.3647974		.3530218	.0000899	.3647974	.3647974	4.15193	4.838245	5.303555	6.111962	6.435102	6.79946	7.498147	8.313375	9.358234	10.79038	11.73446	12.90811	17.38446	24.63711	27.83315	32.79018	41.33566	61.97859	89.01093	223.2507	932.0109	11.25657	77879
1959.5	"GE"			62500	827497	.3597971		.3504747	.000144	.3597971	.3597971	6.045405	6.235357	6.493443	7.072764	7.345434	7.648559	8.340067	9.194513	10.31481	11.8746	12.89537	14.31479	19.94846	29.25369	33.52205	39.78647	49.97795	72.57182	104.4706	287.4685		13.23995	62500
1961.5	"GE"			73313	1015600	.3664076		.3568237	.0000682	.3664076	.3664076	6.056268	6.292751	6.61681	7.269934	7.5872	7.94169	8.685748	9.612876	10.81737	12.49584	13.60971	15.13577	21.29115	30.97798	35.34983	42.28258	53.49867	77.67014	115.6125	296.6797	857.2275	13.85293	73313
1963.5	"GE"			79119	1287359	.389364		.379411	.0002149	.389364	.389364	6.251727	7.08303	7.423056	8.168212	8.524285	8.922117	9.801705	10.8783	12.26471	14.18209	15.50497	17.26028	24.85691	36.99062	42.25168	50.54566	64.70651	96.63422	145.9607	420.5602		16.27117	79119
1965.5	"GE"			79493	1467191	.3782894		.3685172	.0002139	.3782894	.3782894	7.341727	8.176521	8.604354	9.452329	9.888689	10.33566	11.34351	12.55647	14.1278	16.3173	17.84114	19.8197	28.2354	41.53927	47.36497	56.48597	71.6502	105.9805	160.1454	439.3718		18.45686	79493
1967.5	"GE"			77055	1594835	.3808489		.3709537	.0001947	.3808489	.3808489	7.490398	8.389301	9.118066	10.30763	10.84865	11.48571	12.7804	14.35665	16.27721	18.86482	20.70299	23.11071	32.56771	46.87222	52.81749	62.08861	78.07904	113.6316	167.1071	428.7172		20.69736	77055
1969.5	"GE"			85372	1946217	.3815123		.3713218	.0002928	.3815123	.3815123	7.756759	8.690681	9.615056	11.28117	12.06259	12.72551	14.33202	16.11365	18.29022	21.24074	23.2308	25.84499	35.78395	50.50344	56.9177	66.92204	84.10914	125.3789	185.6105	511.485		22.7969	85372
1971.5	"GE"			89285	2360607	.3687068		.3571715	.0003472	.3687068	.3687068	9.593618	10.65603	11.64269	13.41404	14.27184	15.13473	16.84107	18.86534	21.41464	24.78205	27.05022	30.06727	41.287	58.44703	65.55811	75.87548	95.98088	138.225	198.6302	506.151		26.43901	89285
1973.5	"GE"			95995	2837586	.3799181		.3661046	.0004167	.3799181	.3799181	10.02853	11.19638	12.47153	14.72303	15.72495	16.69459	18.71365	21.01274	23.70286	27.40496	30.02697	33.32349	46.39749	65.79861	73.7555	86.04617	107.4243	157.8071	230.6974	551.8286		29.55973	95995
1975.5	"GE"			103061	3512438	.3713175		.3569093	.0004949	.3713175	.3713175	10.32214	12.01521	13.69303	17.02747	18.39977	19.72701	22.42802	25.30808	28.57701	33.0024	35.96201	39.62196	53.93026	74.19129	82.70766	95.51344	116.5253	168.6962	245.742	612.6884		34.08115	103061
1977.5	"GE"			107741	3980033	.3613459		.3476985	.0002877	.3613459	.3613459	10.32394	12.11868	14.16285	18.06333	19.8619	21.67396	25.11322	28.44927	32.60094	37.79238	41.20266	45.59475	61.19456	81.99557	90.09274	102.1055	121.5297	169.3684	236.0216	487.5982		36.94075	107741
1979.5	"GE"			112438	4307192	.3613613		.3476888	.0002935	.3613613	.3613613	10.35828	12.17606	14.35783	18.55596	20.55048	22.44857	25.96119	29.81517	34.15928	39.7539	43.30636	47.88006	64.11075	85.58392	94.11089	106.1565	125.4823	170.7294	234.7621	477.9439		38.30726	112438
1981.5	"GE"			115881	4745060	.3636912		.3495702	.0002761	.3636912	.3636912	10.44858	12.50844	15.02959	19.6564	21.87428	24.04226	27.65989	31.86037	36.69304	42.73973	46.66111	51.60043	68.9916	92.41685	101.646	113.9983	134.2788	181.9936	251.3483	534.6677		40.9477	115881
1983.5	"GE"			129357	5662688	.3880085	.3668675	.3726774	.0004638	.3880085	.3880085	10.73212	12.16615	14.18733	19.39782	21.89203	24.38931	28.73938	33.30489	38.61592	45.27573	49.45258	55.00244	74.60457	101.1308	111.0289	125.3971	148.8622	202.7792	281.1484	652.6504		43.77566	129357
1985.5	"GE"			130557	6271683	.3865623	.3647293	.3710645	.0004672	.3865623	.3865623	11.5973	13.47585	15.82665	21.4748	24.25616	26.60055	31.56447	36.59388	42.30559	49.56334	54.31374	60.47167	81.66882	110.4397	121.6203	137.1196	163.2704	221.7504	300.7691	662.8448		48.03789	130557
1987.5	"GE"			136131	6962580	.3825941	.3690475	.3666146	.0148313	.3825941	.3825941	10.86487	15.11703	17.40891	22.91732	25.86102	28.50741	33.68528	38.99166	45.05474	52.55805	57.46236	63.75844	88.09747	117.2469	129.2461	146.2201	175.0381					51.14618	136131
1989.5	"GE"			136763	7661938	.3786926	.369557	.3636965	.0172488	.3786926	.3786926	11.02367	15.62034	19.3753	25.83481	28.83645	31.73473	37.31202	43.01397	49.5857	57.92116	63.32525	70.31631	93.83965	127.1279	139.5246	157.6345	187.598					56.02347	136763
1991.5	"GE"			140102	8327783	.3739806	.3635705	.3593605	.0192431	.3739806	.3739806	11.28367	16.25202	20.49043	27.59723	30.97686	34.05293	40.22414	46.26846	53.19067	62.15673	67.84858	75.17689	101.0435	134.8764	147.7754	166.4709	196.7469					59.44086	140102
1993.5	"GE"			140545	8884584	.3631839	.3523877	.349524	.0205343	.3631839	.3631839	14.08176	17.60313	21.73158	29.83801	33.3625	36.87209	43.5505	50.50143	58.02852	67.48896	73.43513	81.14089	108.0052	142.1705	155.1926	173.1033						63.21523	140545
1995.5	"GE"	25455	4623	146272	9413941	.3595935	.3568645	.3456403	.0171959	.4545206	.4302547	15.21767	19.18692	23.38823	31.01397	34.39358	37.73769	44.34158	51.28468	58.75032	68.04942	73.9204	81.4453	107.4213	140.3485	153.1009	171.2825						64.35915	146272
1997.5	"GE"	66338	4481	145444	9161202	.3496295	.3391919	.3370775	.0127348	.5533497	.4898739	15.74724	19.67125	23.81227	31.00297	34.16111	37.38074	43.86229	50.65757	58.14587	67.41515	73.20695	80.80551	106.4619	138.3783	150.524	167.3829	194.3983					62.98783	145444
1999.5	"GE"	67117	5488	131445	8942026	.3628027	.3512947	.3486645	.0138194	.5781851	.5125095	16.14545	21.08621	25.72089	33.14131	36.53857	39.8931	46.34575	53.16484	60.86371	70.37596	76.45183	84.12774	110.5452	143.8474	156.5844	174.4496						68.02865	131445
2001	"GE"	30712	24325	167092	1.31e+07	.4263034	.4139217	.4094349	.028594	.5153782	.4920875	16.84149	20.59291	24.78621	33.22779	36.98313	40.70234	47.74502	55.47397	63.8923	74.73849	81.83916	90.87421	123.4435	167.815	185.4787							78.5956	167092
2002	"GE"	236	52938	167912	1.25e+07	.3899971	.3797376	.3750779	.0325368	.3908533	.3906574	16.87045	20.71246	25.13743	33.42949	37.21889	40.96805	48.13014	55.99392	64.58953	75.65964	82.69398	91.77243	123.8644	166.839	183.3196							74.28044	167912
2003	"GE"	2155	47597	171611	1.33e+07	.410514	.3991409	.3944346	.0331365	.4178246	.4159966	16.88497	20.79519	25.36162	33.55793	37.3797	41.1813	48.58775	56.43478	65.24664	76.30436	83.47814	92.68343	125.7128	169.0439	185.6651							77.61776	171611
2004	"GE"	34273	16050	172671	1.33e+07	.4009967	.3900733	.3853969	.0305735	.5002005	.4730108	16.9122	20.89323	25.46431	33.56681	37.41991	41.2672	48.73738	56.63211	65.69116	77.1869	84.6134	94.22084	128.4628	174.317	192.3248							76.82992	172671
2005	"GE"	34231	13318	171422	1.31e+07	.3960493	.3859933	.3807666	.0304104	.496577	.4691489	16.9235	20.92937	25.48523	33.52518	37.38162	41.24955	48.89574	56.92648	66.06664	77.59154	85.08665	94.40419	128.9997	174.3682	192.0807							76.34784	171422
2006	"GE"	38313	12992	169276	1.31e+07	.3956789	.3849625	.3808768	.0316202	.5072135	.4752067	17.03242	21.22629	25.76115	34.01265	37.81281	41.61825	49.17564	57.27832	66.5428	78.23981	85.8719	95.64863	131.4855	178.7238	197.1841							77.12074	169276
2007	"GE"	38914	13491	170757	1.36e+07	.404488	.3935942	.3891044	.0354985	.5150123	.4837211	17.13075	21.46589	26.01292	34.4104	38.24931	42.1271	50.18515	58.40847	67.97382	80.41602	88.35075	98.61844	136.4095	187.6479								79.88725	170757
2008	"GE"	40527	14067	170558	1.35e+07	.4044303	.3925933	.3890218	.0354596	.518776	.4860617	17.09313	21.36971	25.90789	34.18551	38.02429	41.91864	49.8103	58.09507	67.63185	79.60019	87.52554	97.76012	135.859	188.028								79.42342	170558
2009	"GE"	40617	15460	159519	1.17e+07	.3753037	.3663851	.3618312	.0261722	.5020839	.4651306	16.23435	21.11189	25.49765	33.53462	37.31499	41.15195	48.78524	56.97816	66.12693	77.33064	84.49482	93.62385	126.194	168.2687	184.3753							73.48884	159519
2010	"GE"	42015	15356	170957	1.32e+07	.3855862	.3759019	.371399	.0314736	.5067974	.4723847	16.28592	21.27248	25.84036	34.27253	38.13373	42.07076	50.13651	58.46709	68.09759	80.22633	87.89041	97.85679	133.8784	180.2877	198.2107							76.94869	170957
1918	"GL"			1779	9577.85	.447696		.436331	0	.447696	.447696	2.504544	2.523279	2.548052	2.602864	2.633396	2.666432	2.774921	2.94288	3.220096	3.674438	4.032418	4.506774	6.365685	9.792706	11.97503		28.26174	64.17366				5.383839	1779
1923	"GL"			1119	9435.1	.4377188			.0017873	.4377188	.4377188	2.025309	2.132564	2.281821	2.644134	2.866506	3.124947	3.789712	4.760772	5.491239	6.35798	6.976816	7.816767	11.46144	18.61824	22.40462	28.77566	36.54428	76.92151	124.4909			8.431725	1119
1941.5	"GL"			4537	26834	.3705564			.0026449	.3705564	.3705564	2.016519	2.085749	2.180118	2.400743	2.530962	2.67799	3.038095	3.527013	4.233726	5.224161	5.743136	6.448984	9.244182	13.97605	16.04189	19.16208	25.26662	40.91235	65.4536			5.914481	4537
1945.5	"GL"			26811	130172	.3119178		.3117383	.0005968	.3119178	.3119178	7.283421	7.442427	7.656144	8.067836	8.198642	8.340821	8.667466	9.062715	9.523458	11.35692	15.97692	22.57013	44.9046	62.14568	63.47432	65.22924	67.78535	73.30257	80.24841	95.96846		4.855171	26811
1947.5	"GL"			11194	64004	.37038		.3620696	.0014293	.37038	.37038	2.039978	2.212577	2.461156	3.042426	3.206568	3.391844	3.845408	4.325399	4.927494	5.678286	6.160374	6.712895	8.818596	12.67437	14.38961	16.94785	21.37529	31.45693	43.32463			5.717706	11194
1949	"GL"			9682	72538	.3429516		.3333764	.0022723	.3429516	.3429516	3.058369	3.31003	3.671574	4.220294	4.424854	4.65451	5.171936	5.767886	6.47812	7.359302	7.899494	8.531768	11.03519	15.05041	16.99338	20.3012	25.03293	37.49058	55.06783			7.492047	9682
1950	"GL"			7022	62448	.3279955		.3174815	.003133	.3279955	.3279955	4.067977	4.359243	4.772898	5.276741	5.484431	5.715504	6.217315	6.795561	7.455821	8.292504	8.819026	9.53231	12.65972	18.02979	20.65548	23.9598	31.02293	44.15203	70.21497			8.893193	7022
1951.5	"GL"			7627	67394	.3057321		.2962785	.0002622	.3057321	.3057321	4.071149	4.376615	4.812049	5.3039	5.518653	5.757854	6.288057	6.936057	7.606455	8.440252	8.962903	9.669329	12.38011	17.03293	19.2403	22.98269	28.6848	41.92743	64.26021	174.1944		8.83624	7627
1953.5	"GL"			8344	75794	.3087581		.2989738	.0004794	.3087581	.3087581	4.082102	4.437045	4.94952	5.403199	5.648429	5.922907	6.473802	7.129774	7.840127	8.684518	9.229177	9.918453	12.72643	17.08228	19.15253	22.81745	28.33841	42.61351	64.91898	216.6826		9.083652	8344
1955.5	"GL"			8675	78561	.3023349		.2930799	.0004611	.3023349	.3023349	4.082451	4.43898	4.953955	5.430443	5.692176	5.985941	6.525094	7.175375	7.919933	8.755183	9.302118	10.00378	12.96381	17.20364	19.00536	22.27834	28.05529	44.03937	59.76167	212.9849		9.056023	8675
1957.5	"GL"			9347	85373	.309801		.3006972	0	.309801	.309801	4.089066	4.475814	5.013912	5.501794	5.788974	6.087246	6.689775	7.393865	8.206434	9.135968	9.72272	10.50741	13.64297	18.1674	20.13875	23.72121	29.55854	43.63435	61.77708	163.64		9.133733	9347
1959.5	"GL"			5924	68958	.3246171		.3160873	0	.3246171	.3246171	6.033906	6.17506	6.36512	6.799655	7.039645	7.25814	7.77114	8.404073	9.210854	10.28832	11.06041	12.16985	16.62146	23.55989	27.50687	32.0898	40.10641	59.09066		302.7199		11.64045	5924
1961.5	"GL"			6798	79894	.3175923		.3095916	0	.3175923	.3175923	6.041823	6.216525	6.453225	7.000372	7.22138	7.465364	8.035807	8.681472	9.532797	10.6679	11.44985	12.54221	17.01656	24.43329	27.60074	32.1809	40.85026	60.00672	85.92802	250.6597		11.75257	6798
1963.5	"GL"			7350	95382	.3100538		.3027157	0	.3100538	.3100538	6.201358	7.018276	7.248986	7.778174	8.066717	8.334709	8.966093	9.678566	10.57698	11.86228	12.76739	14.00383	18.80752	27.56046	31.298	36.43913	44.99998	71.00291	99.31622	235.076		12.97714	7350
1965.5	"GL"			7159	109684	.3308982		.322352	0	.3308982	.3308982	7.219131	8.036087	8.292231	8.878849	9.191923	9.522645	10.24552	11.04538	12.06361	13.55015	14.58589	15.95111	21.7308	32.16578	36.99812	43.88343	56.75072	89.47658	140.0109	325.3735		15.32113	7159
1967.5	"GL"			9001	142975.1	.3135017		.3056659	0	.3135017	.3135017	7.309993	8.151464	8.515033	9.345795	9.713849	10.17386	11.02518	12.05918	13.18775	14.70876	15.75717	17.16644	22.45868	31.80302	36.4544	42.55534	53.92458	86.55904	133.1129	307.6328		15.88436	9001
1969.5	"GL"			9920	172114.2	.3206802		.312596	0	.3206802	.3206802	7.446778	8.296577	8.828943	10.01209	10.43414	11.00449	12.09519	13.27901	14.62191	16.4332	17.58736	19.16696	24.84357	34.07944	38.13183	44.51943	57.24239	88.93627	142.806	343.3405		17.35022	9920
1971.5	"GL"			9553	196517	.3055273		.2966937	0	.3055273	.3055273	9.434795	10.31472	10.8877	12.11988	12.63987	13.28018	14.53596	16.00064	17.52404	19.5589	21.02616	22.82478	29.49087	40.13577	44.72186	52.27906	67.76857	105.1453	153.9062	351.5272		20.57123	9553
