anz_pflichtige	steuerperiode	kanton	null_norm	null_sond	cpop	cinc	G_steink	p1	p5	p10	p20	p25	p30	p40	p50	p60	p70	p75	p80	p90	p95	p99	mean
7	1967.5	"SG"			90199	1430873	.3324042	7.000803	8.033978	8.348429	9.138428	9.469423	9.836534	10.67801	11.64495	12.84369	14.50318	15.64018	17.22962	23.43591	33.21646	86.72575	15.86352
6	1969.5	"SG"			109556	1872082	.3338133		8.138454	8.606054	9.625623	10.17702	10.61282	11.64003	12.79767	14.25079	16.10744	17.3466	19.06971	25.60721	35.58381	89.46229	17.0879
11	1971.5	"SG"			109041	2249347	.330521		10.10922	10.63097	11.78889	12.39466	13.03087	14.21049	15.54032	17.25935	19.46408	21.0182	22.88583	30.65054	42.48936	107.42	20.62845
19	1973.5	"SG"			125759	2917095	.3360459	9.217997	10.43039	11.31912	12.89502	13.66257	14.43001	15.88109	17.52766	19.42707	21.86174	23.55814	25.76983	33.98127	47.42448	119.8666	23.19592
16	1975.5	"SG"			139177	3783128	.3298073	9.736831	11.21945	12.49493	15.02413	16.13557	17.23569	19.32998	21.44196	23.85873	26.98234	29.00252	31.66528	41.25022	55.11306	129.1726	27.18213
16	1977.5	"SG"			145699	4248656	.3265646	10.04589	11.4334	12.82083	15.56328	17.00221	18.32225	20.89294	23.59011	26.45475	30.21774	32.45238	35.47877	45.72669	59.3078	127.2779	29.1605
20	1979.5	"SG"			152033	4603662	.3316885		11.36906	13.09351	16.08533	17.51355	19.05895	21.80344	24.69063	27.73483	31.77167	34.293	37.37087	48.04156	62.36222	128.2141	30.28067
20	1981.5	"SG"			160732	5135995	.3441202		11.14144	13.11397	16.49544	18.18121	19.79128	23.09572	26.11731	29.61064	34.01854	36.82326	40.31462	51.63726	66.71608	138.3154	31.95378
30	1983.5	"SG"			168963	5686773	.3520621		11.40577	13.39759	17.14834	18.86422	20.65545	24.16912	27.30317	31.10793	35.66837	38.48866	42.14893	54.54482	70.97804	149.3166	33.65691
37	1985.5	"SG"			177930	6436710	.3583198		12.12213	14.16937	18.06693	19.88992	21.73791	25.41615	29.05771	33.19699	38.26608	41.51049	45.55781	59.24415	77.07387	159.7655	36.17552
1301	1987.5	"SG"			190050	7207255	.3517242		11.36251	14.6847	19.03859	21.09917	22.97912	26.86998	30.87631	35.16235	40.25989	43.34878	47.39143	61.10933	78.92093	165.8669	37.92294
1731	1989.5	"SG"			191613	8203768	.3485453		12.51773	16.78082	22.13266	24.42313	26.43425	30.63329	34.81395	39.54341	45.36221	48.8482	53.28194	68.38676	95.44622	189.3567	42.81425
2116	1991.5	"SG"			198619	9297094	.3533256		13.82441	18.08124	24.11708	26.49012	28.75672	33.16611	37.79292	43.01734	49.49864	53.42892	58.28982	75.04811	97.05931		46.80869
2440	1993.5	"SG"			202289	1.04e+07	.3500575		15.86853	20.14429	26.69053	29.47244	31.94841	36.95028	42.11145	47.90966	55.13669	59.56817	65.07033	83.44472	106.9841		51.5882
1	1961.5	"SH"			15357	182400	.3252194		6.154191	6.40446	6.98546	7.246827	7.533062	8.189432	8.966992	9.966235	11.28493	12.12413	13.21892	17.55879	24.08136	55.70479	11.87732
1	1963.5	"SH"			17232	230215	.332952		6.650017	7.173769	7.745569	8.066084	8.37928	9.110504	9.96844	11.04478	12.52762	13.51673	14.81636	19.74813	27.88733	66.4848	13.35974
0	1965.5	"SH"			17432	271187	.3419522		7.745853	8.236341	8.92123	9.262485	9.625615	10.4412	11.39596	12.58299	14.25364	15.39712	16.86667	23.05288	32.79757	82.45416	15.55685
0	1967.5	"SH"			20949	349693	.3332934		8.082988	8.54579	9.518781	10.05338	10.44364	11.42141	12.5222	13.89314	15.72401	17.05409	18.69941	24.84932	34.52242	85.60636	16.69259
1	1969.5	"SH"			24075	430404.4	.3268908		8.238797	9.021022	10.20191	10.70418	11.30597	12.45385	13.72674	15.39958	17.48218	18.83544	20.59302	27.31829	37.26595	86.00365	17.87765
1	1971.5	"SH"			23662	516899.5	.3152928		10.35731	11.25278	12.72175	13.41761	14.11921	15.48862	17.11295	19.00951	21.47141	23.09674	25.14015	32.93415	44.82568	102.4169	21.84513
1	1973.5	"SH"			23301	610356	.3378903	9.000042	10.78418	12.19517	14.48296	15.48909	16.43132	18.24602	20.18788	22.44754	25.52418	27.51189	30.25448	40.65551	55.57797	133.292	26.19441
2	1975.5	"SH"			25878	783944.8	.3268775	9.327542	11.53945	13.32876	16.58212	18.12427	19.40751	21.89569	24.46922	27.2813	31.12644	33.46827	36.59201	47.43579	62.90646	136.7221	30.29387
0	1977.5	"SH"			27166	857633.5	.3247283		11.27908	13.1853	16.68599	18.50096	20.27526	23.4742	26.49346	30.1414	34.25159	36.91574	40.25086	51.20455	65.90912	125.3906	31.57011
0	1979.5	"SH"			28246	924970.2	.3250301		11.39779	13.31254	17.07158	19.00729	20.79513	24.33369	27.52983	31.39325	35.95369	38.63219	42.03806	53.35079	67.52843	127.6568	32.74694
0	1981.5	"SH"			29210	1008641	.3296688		11.44995	13.56216	17.69838	19.66852	21.66892	25.48003	29.13742	33.152	38.14442	41.28484	45.06784	57.32538	72.28911	137.0972	34.53068
2	1983.5	"SH"			30379	1094387	.3302417		12.2915	14.39334	18.49409	20.52456	22.5694	26.29861	30.28141	34.22828	39.36055	42.55149	46.52914	60.04745	76.08012	141.6645	36.02444
1	1985.5	"SH"			31519	1203940	.3332653	8.841165	12.8488	15.13902	19.33751	21.42827	23.48467	27.38454	31.66323	36.30429	41.89726	45.50414	49.64326	64.14271	81.57272	151.3224	38.19728
186	1987.5	"SH"			33023	1311180	.3290271		12.39086	15.65432	20.3862	22.38708	24.74373	28.80238	33.04953	37.78284	43.48582	47.01146	51.34783	65.61558	83.07107	156.8432	39.70504
227	1989.5	"SH"			33708	1492274	.328556		14.23218	17.64093	23.06362	25.6071	27.72571	32.17662	36.77202	42.05516	48.66261	52.64691	57.45317	72.99401	91.87828	171.776	44.27063
285	1991.5	"SH"			34347	1646530	.3267649		15.60676	19.23557	25.46522	27.82526	30.47704	35.27644	40.1136	45.60875	52.56134	56.77399	61.97667	79.14272	99.01424	185.7696	47.93811
364	1993.5	"SH"			35067	1869222	.3232488		17.23161	21.56107	28.43338	31.40361	34.18884	39.56458	45.04514	51.02783	58.58482	63.22499	68.93471	92.73396	109.4782		53.30429
0	1961.5	"SO"			39062	460748	.3210598		6.143731	6.373378	6.903811	7.188526	7.493332	8.1948	9.023299	10.06027	11.35449	12.20509	13.29179	17.58606	24.21576	60.43683	11.7953
0	1963.5	"SO"			42252	569190	.3323629		6.563035	7.15435	7.761596	8.099384	8.437982	9.228551	10.18791	11.36445	12.87895	13.87959	15.14658	20.21334	28.38747	72.43597	13.47132
1	1965.5	"SO"			41751	648007	.3443332		7.564232	8.195142	8.883452	9.237036	9.608401	10.47711	11.54573	12.84953	14.6212	15.76505	17.20784	23.17532	32.85423	85.37606	15.52075
5	1967.5	"SO"			53138	894167.7	.3277316	7.240639	8.118624	8.509374	9.419637	9.847836	10.3493	11.34643	12.49875	14.03963	16.01155	17.24975	18.80655	24.82123	34.0141	87.81158	16.82727
7	1969.5	"SO"			60706	1119484	.3322476	7.380269	8.313233	9.029994	10.19767	10.71482	11.32285	12.49538	13.81611	15.544	17.7497	19.24044	21.06534	27.54776	36.82446	92.425	18.44108
7	1971.5	"SO"			60668	1332187	.3229359	9.34175	10.33553	11.09266	12.38922	13.08908	13.67767	15.12393	16.6566	18.63441	21.2426	22.76597	24.79049	32.33356	43.41743	108.4966	21.95865
14	1973.5	"SO"			68285	1671317	.3491729		10.37116	11.4502	13.36805	14.26358	15.13651	16.75071	18.62715	20.84875	23.76543	25.6922	28.02559	36.99534	50.21328	124.8432	24.47561
18	1975.5	"SO"			77597	2173643	.357242		10.20829	11.73534	14.78798	16.24478	17.54735	20.07048	22.46675	25.31048	28.79978	31.15688	33.93625	43.80794	57.82938	130.9825	28.01195
16	1977.5	"SO"			80418	2376898	.3495077		10.21965	11.86888	15.30189	17.00385	18.50248	21.57641	24.50535	27.64495	31.76092	34.2807	37.32796	47.72044	61.01961	124.9409	29.55679
11	1979.5	"SO"			83901	2569772	.3477014		10.38629	12.20713	15.58583	17.35914	19.10654	22.35936	25.52639	28.96889	33.25588	35.99023	39.16155	50.16912	63.63994	127.1466	30.62862
15	1981.5	"SO"			88140	2885698	.3525658		10.47992	12.45555	16.25314	18.1832	20.13069	23.75574	27.152	31.20893	36.06091	38.89783	42.47517	54.31742	69.21288	136.1225	32.73993
16	1983.5	"SO"			92089	3143355	.3547845		11.12931	13.05166	16.87177	18.86213	20.83459	24.70783	28.20845	32.27408	37.22357	40.42004	44.12116	56.93558	72.8603	142.0739	34.13388
16	1985.5	"SO"			96501	3506371	.3571452		11.66009	13.75761	17.78599	19.81821	21.87771	25.94153	30.1789	34.39974	39.74561	43.1418	47.31031	61.16712	77.85621	147.3379	36.33507
616	1987.5	"SO"			105644	3991612	.3506856		10.911	14.08278	18.6914	20.94464	22.97585	27.14342	31.354	35.87585	41.30833	44.67635	48.87717	62.58658	79.45573	157.0653	37.78361
793	1989.5	"SO"			104572	4377786	.3564201		10.18935	15.4377	21.25637	23.62714	26.01278	30.55556	35.09694	40.05708	46.24348	50.1864	54.6501	69.43369	92.89925	175.7563	41.86384
1012	1991.5	"SO"			108793	4990200	.357023		10.48507	16.51698	23.18381	26.06139	28.52858	33.39785	38.18783	43.57071	50.49826	54.75615	59.86604	76.26037	96.42268	193.1443	45.86876
1063	1993.5	"SO"			110559	5600442	.3496609			18.28795	26.25205	29.42913	32.2463	37.65966	42.99813	48.97035	56.60157	61.38306	67.00726	84.79889	106.2832	196.7048	50.65569
0	1961.5	"SZ"			10106	106946	.3002294		6.097816	6.255118	6.611985	6.816091	7.036969	7.510238	8.103948	8.850103	9.951423	10.70972	11.76064	15.69585	21.59673	48.50098	10.58243
0	1963.5	"SZ"			11591	138150	.3028082		6.392938	7.02348	7.409935	7.630636	7.873844	8.428055	9.122643	10.02104	11.32534	12.19736	13.37968	18.12669	24.88068	55.02337	11.91873
1	1965.5	"SZ"			13223	186905	.3111307		7.637395	8.134669	8.627794	8.910563	9.187438	9.802869	10.5765	11.59382	12.96034	13.92807	15.34117	20.90291	30.07653	68.14285	14.13484
1	1967.5	"SZ"			17293	257491	.3071477		8.000829	8.283547	9.026338	9.313358	9.630289	10.42238	11.33454	12.46495	14.06617	15.12985	16.57403	22.09944	30.67103	67.82587	14.8899
2	1969.5	"SZ"			20975	341741.7	.3222156		8.012464	8.461974	9.45726	10.01176	10.43619	11.44777	12.54822	13.87034	15.72781	17.05599	18.6001	24.6489	33.79885	73.25437	16.29281
3	1971.5	"SZ"			20064	407394.7	.3309194		9.744328	10.45922	11.61584	12.23653	12.76831	14.07306	15.39286	17.09666	19.30042	20.82864	22.78616	30.32958	41.68893	98.33829	20.30476
3	1973.5	"SZ"			25179	581998	.3393939		10.31424	11.26873	13.03868	13.69496	14.44689	16.00294	17.56831	19.54053	22.15114	23.75802	26.04701	34.47499	47.53966	116.0792	23.11442
6	1975.5	"SZ"			29563	789273.4	.3334252		10.7719	12.16945	14.6564	15.82144	17.00057	19.196	21.38306	23.80635	26.9094	28.97644	31.60177	40.74846	53.74919	116.4119	26.69801
10	1977.5	"SZ"			31412	913164.9	.3460255		10.87331	12.32308	15.16745	16.55099	17.87177	20.59203	23.29405	26.04251	29.54312	31.89291	34.83101	45.141	58.92503	117.1647	29.07057
10	1979.5	"SZ"			34328	1016731	.3465553		10.70716	12.31199	15.28244	16.76429	18.28456	21.1697	23.85535	26.82038	30.67215	33.0414	36.2296	47.06173	61.08046	123.9742	29.61813
11	1981.5	"SZ"			37227	1177397	.3520541		10.82704	12.60364	16.17123	17.80316	19.42463	22.43841	25.46185	28.67176	32.98009	35.79674	39.06168	51.06503	67.03266	135.0269	31.62751
17	1983.5	"SZ"			38968	1324215	.3758701		11.06192	12.80274	16.54843	18.44084	20.23234	23.55821	26.74544	30.52385	35.11492	37.8783	41.56279	54.42447	73.00804	154.2594	33.98211
24	1985.5	"SZ"			41405	1531004	.3853828		11.53834	13.50894	17.53703	19.4708	21.41736	25.22298	28.72844	32.84441	37.93627	41.19315	45.20649	59.50696	78.88722	169.8092	36.9763
375	1987.5	"SZ"			46525	1796568	.3843656		10.83415	13.32994	17.95964	20.34468	22.13466	26.14434	30.14954	34.16198	39.45337	42.74955	46.92952	61.52399	81.92017	178.0312	38.61511
499	1989.5	"SZ"			46897	2080431	.3776904		11.79342	16.37415	21.82034	24.07305	26.18703	30.41525	34.39935	39.17503	45.29616	49.06894	54.01797	71.02605	95.79836		44.36172
661	1991.5	"SZ"			48373	2394486	.382044		13.25882	17.91262	24.32783	26.69613	29.04434	33.53613	38.12572	43.46036	50.1629	54.37623	59.78048	78.90387	106.0043		49.50045
848	1993.5	"SZ"			50955	2828437	.3785197		15.5408	20.23085	27.31022	30.41061	32.91998	38.12823	43.38235	49.3777	56.89259	61.57423	67.45638	93.69131	117.9281		55.50852
1	1961.5	"TG"			38387	393851	.286374		6.09143	6.261	6.646922	6.868382	7.085297	7.516317	8.057164	8.740092	9.729755	10.4246	11.34967	14.97643	20.14786	45.84702	10.26001
1	1963.5	"TG"			41536	488106	.2963991		6.399376	7.028691	7.436617	7.670093	7.927794	8.4633	9.114756	9.889889	11.02197	11.81753	12.85809	17.02739	23.58523	55.99146	11.7514
3	1965.5	"TG"			41558	574110	.3166896		7.372312	8.098136	8.637207	8.947658	9.235825	9.88919	10.63519	11.56878	12.84447	13.73036	14.93749	20.02625	28.17575	68.35944	13.81467
1	1967.5	"TG"			52272	770909.6	.3090582		7.632013	8.270438	9.10799	9.437957	9.803928	10.61921	11.55335	12.6513	14.15311	15.11801	16.38378	21.53657	29.31502	71.1012	14.74804
4	1969.5	"TG"			60306	980677.7	.3246797		8.006182	8.472244	9.530769	10.1083	10.5435	11.55136	12.67323	14.10776	15.72861	16.86749	18.39929	24.02672	32.45091	77.57742	16.26169
3	1971.5	"TG"			59774	1173135	.3165464		9.815152	10.571	11.81717	12.4397	13.08728	14.26435	15.55562	17.18781	19.3048	20.66953	22.4493	29.12333	38.95201	91.45098	19.62617
10	1973.5	"TG"			65236	1483628	.3227274		10.3677	11.36942	13.19591	14.0547	14.75099	16.31606	17.85404	19.70941	22.14985	23.59623	25.64569	33.40665	44.88949	109.7033	22.74247
8	1975.5	"TG"			68839	1832490	.3231604		11.00721	12.32962	14.8978	16.15538	17.28605	19.4358	21.61826	24.14745	27.18318	29.20432	31.73113	40.5826	53.16167	117.8572	26.61994
9	1977.5	"TG"			71961	2029222	.3227098		11.04588	12.50916	15.40533	16.73643	18.17292	20.71839	23.39386	26.23112	29.86729	32.14444	35.10271	44.38022	56.99251	114.4361	28.19891
13	1979.5	"TG"			76918	2261715	.3250165		11.12982	12.85463	16.10093	17.51335	18.86297	21.56811	24.35969	27.35638	31.34702	33.77517	36.79132	46.63879	59.16225	115.8178	29.40423
12	1981.5	"TG"			80718	2533473	.3280313		11.2061	13.26014	16.76976	18.48529	20.17159	23.19167	26.0336	29.42288	33.74494	36.48987	39.75932	50.35754	63.88302	125.568	31.38671
15	1983.5	"TG"			83691	2813792	.3276471	10.12181	12.14472	14.09781	17.77238	19.52288	21.24851	24.4821	27.5099	31.2176	35.71384	38.43718	41.93185	53.64063	68.79751	133.7271	33.6212
15	1985.5	"TG"			86407	3098832	.3243439	11.30682	13.16915	15.18283	19.02145	20.68658	22.42064	25.75965	29.21572	33.2451	38.26564	41.44837	45.35893	58.10677	74.35941	140.1035	35.8632
482	1987.5	"TG"			94733	3531346	.3183165	10.43307	12.97787	15.86332	20.10187	21.63145	23.39554	26.9097	30.6589	34.59141	39.6767	42.82004	46.71054	59.51076	75.93826	146.8638	37.27682
685	1989.5	"TG"			96550	4136730	.3161134	10.96083	15.82419	19.25035	23.40689	25.50055	27.14901	30.93404	34.76783	39.37957	45.33931	48.9741	53.43423	68.32214	91.8852	171.5522	42.84546
862	1991.5	"TG"			102212	4746456	.3232386	10.80988	16.38775	20.29307	25.34725	27.29063	29.53321	33.52005	37.77262	42.73099	48.98538	52.94644	57.77818	74.07939	95.1006	185.4152	46.43737
1117	1993.5	"TG"			102966	5313714	.3214359	11.3981	17.82204	21.88657	27.86951	30.55172	32.79507	37.51831	42.44549	48.10952	55.40295	59.72469	65.25221	83.51325	106.7143		51.60649
3	1961.5	"TI"			34951	417023	.356495		6.029883	6.249236	6.755107	7.039786	7.302979	7.927132	8.674418	9.694222	11.08609	12.16971	13.51335	19.12564	26.95592	58.13601	11.93165
2	1963.5	"TI"			35658	502551	.3940891			6.803071	7.498457	7.815066	8.146837	8.880991	9.80879	11.03951	12.84927	14.11134	15.82119	23.18413	33.97911	76.60642	14.09364
4	1965.5	"TI"			36506	561964	.4054011			7.220777	8.439052	8.808538	9.193042	10.04787	11.06584	12.43059	14.41614	15.87745	17.72749	25.74044	37.17622	84.07775	15.39374
6	1967.5	"TI"			47286	772938.7	.4065569			7.498325	8.627254	9.125989	9.524665	10.51465	11.6903	13.23357	15.3118	16.76848	18.72177	26.85996	38.67378	91.40194	16.34604
10	1969.5	"TI"			58962	1010345	.4265696			6.749711	8.702681	9.287527	9.791225	11.05493	12.35991	14.08089	16.27459	17.76985	20.01145	28.63216	41.3815	102.38	17.13553
11	1971.5	"TI"			62494	1375568	.4095005			10.03036	11.15847	11.70657	12.3713	13.73121	15.3953	17.37674	20.1698	22.10735	24.66701	35.45335	52.31697	131.6613	22.0112
16	1973.5	"TI"			75965	1789824	.438209			9.048854	11.34646	12.20831	13.04171	14.64629	16.54137	18.79472	21.86552	24.06964	26.83486	38.85305	57.7514	152.3675	23.56116
19	1975.5	"TI"			88548	2336805	.4253088			9.128116	12.42764	13.66569	14.87275	17.2348	19.56983	22.39083	26.01096	28.33732	31.56002	44.0147	62.78946	155.2141	26.39026
11	1977.5	"TI"			97206	2713116	.4189868			7.829222	12.79114	14.38176	15.80482	18.66059	21.53841	24.78023	28.78814	31.54257	35.09474	47.52723	65.55697	152.0455	27.91099
14	1979.5	"TI"			103434	3011783	.4112641			9.700075	13.29298	15.01271	16.54125	19.67655	22.76284	26.15434	30.48828	33.18451	36.79742	49.67565	68.01371	153.8029	29.11792
15	1981.5	"TI"			108849	3370174	.4130094			10.09097	13.65851	15.5225	17.37395	20.79558	24.32534	27.93273	32.60284	35.65415	39.40804	53.64312	73.33375	159.3578	30.96192
13	1983.5	"TI"			114346	3705370	.4122685			10.51334	14.52631	16.40877	18.23601	21.63656	25.2287	28.99072	33.91396	37.11618	41.18506	55.95814	77.2556	171.8874	32.40489
22	1985.5	"TI"			122087	4241149	.4155639			11.28823	15.32328	17.31409	19.21071	23.03952	26.74187	31.19258	36.62687	40.18587	44.41415	60.37992	83.35711	180.7372	34.73874
1326	1987.5	"TI"			132919	4881607	.4173082			10.65582	15.80329	17.80769	20.20195	24.01722	28.14295	32.73781	38.39964	42.01794	46.57692	63.25414	94.97569	199.649	36.72618
1631	1989.5	"TI"			131340	5427888	.4154593			11.30115	18.66258	21.15735	23.20833	27.42787	31.80902	36.71935	42.86376	46.81722	51.77895	70.27802	97.72826		41.327
1889	1991.5	"TI"			135566	6051081	.4153762			11.83583	20.22298	22.58712	25.33168	30.04835	34.51755	39.88599	46.63388	51.01506	56.51275	76.55139	105.5		44.63568
2124	1993.5	"TI"			139841	6812771	.4076462			14.27963	21.83921	25.2926	27.81855	33.08192	38.36674	44.40072	51.90702	56.72692	62.78009	84.2532	113.6899		48.71798
1	1961.5	"UR"			4562	48587	.3139265		6.094165	6.236382	6.557791	6.740877	6.942255	7.378714	7.924006	8.6331	9.662262	10.36179	11.26138	14.23017	19.73093	51.62239	10.65037
1	1963.5	"UR"			4561	57401	.3464011		6.333572	6.921995	7.35071	7.562717	7.796124	8.319058	8.963552	9.859419	11.20687	12.03663	13.16867	17.50659	25.65832	59.0003	12.58518
2	1965.5	"UR"			4456	74921	.4250211		7.563408	8.101608	8.556621	8.816689	9.096443	9.723799	10.4716	11.50083	13.08686	14.04713	15.40708	20.60743	29.70861	74.4899	16.81351
1	1967.5	"UR"			6282	92355.5	.3273708		7.571435	8.176304	8.758027	9.148553	9.432281	10.17152	10.9	12.03991	13.53042	14.58124	15.83526	20.56886	28.26929	72.49738	14.70161
1	1969.5	"UR"			7719	119417.9	.3178288		7.895309	8.391606	9.304975	9.702465	10.18929	11.08298	12.05688	13.18204	14.73388	15.82695	17.3523	21.88472	28.49988	70.40427	15.47064
5	1971.5	"UR"			7643	152912.2	.3576612		10.00618	10.40857	11.33159	11.73707	12.24362	13.21304	14.31234	15.73997	17.65969	19.08044	20.72907	26.47424	34.1151	81.21745	20.00683
5	1973.5	"UR"			9252	217770.2	.3850859		10.27061	11.09423	12.47084	13.17462	13.72447	15.0855	16.42208	18.12393	20.49795	22.14397	24.071	30.51235	40.01473	99.36623	23.53764
4	1975.5	"UR"			10405	297850.4	.3795773	10.08487	11.24641	12.53248	14.7736	15.7978	16.77343	18.63536	20.5216	22.75014	25.64544	27.50299	30.05376	37.78391	48.25849	116.451	28.6257
2	1977.5	"UR"			11311	331045.2	.3363762	10.10795	11.32812	12.81063	15.66991	17.06969	18.31081	20.82339	23.2444	25.83784	29.28802	31.41576	33.90662	42.64805	53.20859	109.7153	29.26754
3	1979.5	"UR"			11682	352273.4	.3368786	10.20663	11.45568	13.06434	16.15024	17.47305	18.82154	21.43958	24.02353	26.62476	30.2975	32.44249	35.35042	43.88947	55.35011	107.5295	30.15523
3	1981.5	"UR"			12364	374448.8	.3595582		10.2535	12.19543	15.7427	17.50067	19.13557	22.0107	24.696	27.55624	31.40356	33.78654	36.82126	46.50629	57.56757	109.7798	30.28541
3	1983.5	"UR"			12788	405783.9	.3658202		10.47127	12.63447	16.29457	18.05263	19.76005	23.00665	25.85379	28.85835	32.71738	35.28417	38.34954	48.47117	60.14489	121.9374	31.73162
4	1985.5	"UR"			13294	445875.6	.3593462		11.20854	13.39638	17.25225	19.17001	21.00495	24.41711	27.55478	31.25982	35.53025	38.1146	41.53974	52.2866	64.54684	123.0727	33.53961
55	1987.5	"UR"			14285	519711.4	.3927955		10.00441	12.95582	17.66475	20.00049	21.51361	25.26147	28.47156	32.08961	36.36082	38.91381	42.27834	52.68318	64.83649	123.3472	36.38162
70	1989.5	"UR"			14127	563205.2	.3775384		10.10514	15.48926	20.73415	22.59944	24.77942	28.17264	31.71021	35.56322	40.2583	43.12611	46.83413	57.91397	72.17014	142.0245	39.86729
87	1991.5	"UR"			14458	692869.3	.4352118		10.24397	16.49823	22.12486	24.56411	26.63106	30.85822	34.76722	38.83972	43.98455	47.31496	51.34467	63.71149	78.88802	155.2819	47.9229
99	1993.5	"UR"			14831	759412.3	.398763		11.35162	18.5748	25.48785	27.89378	30.55554	35.32481	39.73154	44.43654	50.46479	53.86248	58.26434	72.24879	96.32249	169.0772	51.20439
4	1961.5	"VD"			98023	1187690	.3386908		6.139205	6.372284	6.91113	7.179325	7.456935	8.108213	8.899276	9.955105	11.36481	12.32598	13.60552	18.69995	26.42409	61.82228	12.11644
7	1963.5	"VD"			102936	1498546	.374386		6.508907	7.148111	7.759386	8.099064	8.438129	9.236485	10.22735	11.51632	13.32681	14.55706	16.2165	23.02276	33.93813	81.60384	14.55804
11	1965.5	"VD"			102821	1709790	.3729029		7.596816	8.206949	8.918107	9.283981	9.677867	10.57318	11.67762	13.12125	15.13835	16.47484	18.29466	26.00286	38.24674	92.10209	16.6288
9	1967.5	"VD"			127516	2252586	.3613906		8.05065	8.439364	9.360324	9.786912	10.31199	11.35714	12.58428	14.23391	16.41313	17.8701	19.82737	27.77903	40.06636	96.17765	17.66512
12	1969.5	"VD"			147475	2841869	.365963		8.166358	8.776419	10.07192	10.58614	11.2277	12.46963	13.8962	15.73718	18.25945	19.86293	22.10083	30.53537	43.47868	102.8183	19.27018
25	1971.5	"VD"			148470	3393543	.3602466		10.14869	10.80545	12.21362	12.82165	13.51665	15.00462	16.58978	18.6644	21.5203	23.43865	25.97928	35.97631	51.3998	122.4226	22.85676
33	1973.5	"VD"			167186	4221416	.3666857		10.39332	11.40794	13.21081	14.0564	14.78356	16.45958	18.33708	20.61012	23.74722	25.95773	28.74221	39.79412	56.99609	136.7151	25.24982
41	1975.5	"VD"			190217	5545409	.3609877		11.02494	12.43953	15.15063	16.30928	17.43834	19.6655	22.12207	25.09142	28.80446	31.39016	34.57782	46.71178	64.75828	146.499	29.15307
30	1977.5	"VD"			200017	6212878	.3554978		11.08741	12.68884	15.79787	17.28815	18.67021	21.43002	24.31776	27.51582	31.89454	34.70683	38.23834	50.73116	68.63384	146.2808	31.06175
36	1979.5	"VD"			213462	6875750	.3596674		11.09092	12.84105	16.27586	17.77595	19.27424	22.14423	25.16381	28.5534	33.22816	36.28426	40.05979	53.05606	71.56296	149.1984	32.21065
55	1981.5	"VD"			225443	7764410	.3723938		10.85259	13.04306	16.76434	18.55662	20.26642	23.45925	26.66181	30.6641	35.77103	38.98608	43.04503	57.46257	77.58466	161.5371	34.44068
75	1983.5	"VD"			237231	8896070	.3787436		11.53812	13.79622	18.10721	20.0266	21.73482	25.25835	28.68217	32.91078	38.36082	41.95927	46.52427	62.86845	85.57344	179.7812	37.49961
92	1985.5	"VD"			248206	1.00e+07	.3860699		12.08212	14.43052	19.09997	21.16378	23.11754	26.77707	30.93799	35.60115	41.69641	45.74996	50.75167	68.69308	92.70158	194.4462	40.44224
2695	1987.5	"VD"			261297	1.10e+07	.3857215		11.29857	15.06542	20.01338	21.87621	24.05976	27.98012	32.15944	37.01535	43.30096	47.40151	52.5809	71.30465	96.21021		42.21931
3411	1989.5	"VD"			260318	1.24e+07	.3769691		13.34587	17.44605	22.89355	25.37447	27.28771	31.56967	36.12928	41.56399	48.68519	53.26011	59.02855	79.45961	107.4315		47.5722
4228	1991.5	"VD"			270048	1.41e+07	.3787466		15.14404	19.09565	25.29276	27.54352	30.18712	34.72449	39.76007	45.85872	53.69184	58.87523	65.38354	88.03814	118.1103		52.32741
4605	1993.5	"VD"			269728	1.52e+07	.3688555		16.44776	20.72009	27.30072	30.2816	32.72108	38.07181	43.78144	50.61901	59.14734	64.5867	71.61629	95.99093	126.9272		56.38899
0	1961.5	"VS"			25985	280273	.2801538	6.008147	6.149806	6.340584	6.776926	7.023171	7.248444	7.778225	8.418814	9.2479	10.42272	11.23787	12.33259	16.69962	22.60091	47.29696	10.78595
2	1963.5	"VS"			28262	345448	.2984157		6.523424	7.092381	7.548407	7.810601	8.086336	8.670913	9.402787	10.35114	11.70541	12.63251	13.87365	18.70568	25.48774	50.85419	12.22306
1	1965.5	"VS"			30255	437755	.3205854		7.442612	8.123302	8.684348	9.007239	9.330322	10.0829	10.94009	12.11166	13.75464	14.91443	16.49203	22.71105	31.65994	68.37531	14.46885
2	1967.5	"VS"			38929	573871.1	.3096271		7.502558	8.20904	8.88273	9.30222	9.652556	10.4913	11.47214	12.6785	14.38847	15.51881	17.08159	22.7019	30.83317	66.49042	14.74148
1	1969.5	"VS"			50326	783654.5	.3184018		7.262937	8.272275	9.263491	9.695459	10.23111	11.24706	12.38455	13.74289	15.60685	16.80884	18.43455	24.13138	32.47484	70.31454	15.57156
1	1971.5	"VS"			51481	982720.1	.3124332		9.328077	10.34947	11.46384	12.08129	12.56886	13.7441	15.17434	16.77933	19.11415	20.51906	22.37203	29.26711	39.24844	87.23172	19.08899
2	1973.5	"VS"			62564	1258179	.3286849			10.24969	11.89171	12.64215	13.39476	14.83762	16.40624	18.22122	20.48009	22.03781	23.86684	31.27299	41.77843	93.74491	20.11028
